pop,0.03610104222669836
poprap,0.034287350164277385
hiphop,0.03006068551011646
rap,0.02558165838219601
electropop,0.02434244876018589
modernrock,0.021715860556140953
alternativerb,0.020236700973769697
southernhiphop,0.019769290098788205
undergroundhiphop,0.018880020813746505
indiepoptimism,0.01694565744151817
indiepop,0.016609937091501728
puertoricanpop,0.015180092271606785
dancepop,0.015120662209138401
folkpop,0.014191760826581516
indierb,0.014026837033317321
edm,0.013979058362739072
contemporarycountry,0.010750201072921513
indiecoustica,0.010209384751776697
electrohouse,0.010131129157117634
countryroad,0.010014699961869225
christianalternativerock,0.009948216253524432
deeppoprb,0.009707555013739993
country,0.009672023874494493
christianuplift,0.009628124393833159
indiefolk,0.009536293046201969
popedm,0.009466195234292686
latinpop,0.009433582911189158
brostep,0.008993331608951582
mexicanpop,0.008955673540390886
electronictrap,0.008929611544595754
vaportrap,0.008698898910591201
christianpop,0.008412516600113254
moderncountryrock,0.00831324311646331
countrypop,0.007583497562641421
ccm,0.007484400866141339
stompandholler,0.007481708994110494
christianmusic,0.007380472434610799
latinarenapop,0.0072393981215773335
indierock,0.007186121941601661
melodicrap,0.007100270581501141
reggaeenespanol,0.006910176117545646
indietronica,0.006798221197841279
anthemworship,0.006616944000731662
rootsworship,0.0064390138208345795
chamberpop,0.006414503130474385
indiegaragerock,0.005963499222272659
urbancontemporary,0.005874225789747107
escaperoom,0.005714045439812034
deepccm,0.005368337797236528
westcoasttrap,0.005313749458710246
indiesoul,0.005292691260401201
outlawcountry,0.005276815670270669
calirap,0.005239594620392664
worldworship,0.005123619367048928
vaportwitch,0.005025436806202983
rb,0.004966223135062009
dominicanpop,0.004783160853577456
worship,0.004474992371853552
corrido,0.0044150451772215415
emo,0.004161964090135483
gangsterrap,0.004100380951131635
freakfolk,0.004056338998416316
artpop,0.004022678147586288
regionalmexicanpop,0.004004233706117587
vaporsoul,0.0039773736757444875
postteenpop,0.003916078814795266
hyphy,0.003888630771085875
zapstep,0.0037630720844952998
perreo,0.0036712387772124652
reddirt,0.0035964371223493456
nycrap,0.0035579959096748957
norteno,0.003478010314116333
atlhiphop,0.00327313777238546
alternativeemo,0.0032695355302263403
hippop,0.003268719138717922
koreanpop,0.0032601493215801323
latinalternative,0.0032530477831030987
indiepoprap,0.003134972323490169
grupera,0.003105357125372553
kpop,0.0030607585449355665
texascountry,0.0029612261192882147
latin,0.002878401893986287
newamericana,0.002835823957778998
quietstorm,0.0027729644356752478
countryrock,0.0027604260049237275
poppunk,0.0026793182356130165
latinhiphop,0.002655360382718214
cooljazz,0.002653345443787723
khop,0.002603607446753975
rootsamericana,0.0026034290306195065
tropicalhouse,0.0025359142949168377
nigerianhiphop,0.0024922027666970815
kindie,0.0024616248116155577
koreanrb,0.0024540443752407272
neosoul,0.0024391190092578267
jazz,0.0024283224424269966
basstrap,0.0023644852015684763
traplatino,0.0023582981834925896
pinoyreggae,0.002350688509396462
deepnewamericana,0.0023119310087561886
